shape,background_color,shape_color,size,rotation,path
pentagon,red,"(0, 255, 0)",100,40,"images/pentagons/pentagon_bg-red_color-(0, 255, 0)_size-100_angle-40.png"
hexagon,white,"(0, 127, 255)",175,20,"images/hexagons/hexagon_bg-white_color-(0, 127, 255)_size-175_angle-20.png"
heptagon,red,"(255, 0, 127)",110,70,"images/heptagons/heptagon_bg-red_color-(255, 0, 127)_size-110_angle-70.png"
pentagon,black,"(255, 255, 0)",175,270,"images/pentagons/pentagon_bg-black_color-(255, 255, 0)_size-175_angle-270.png"
hexagon,black,"(0, 0, 255)",140,30,"images/hexagons/hexagon_bg-black_color-(0, 0, 255)_size-140_angle-30.png"
heptagon,blue,"(127, 127, 255)",200,70,"images/heptagons/heptagon_bg-blue_color-(127, 127, 255)_size-200_angle-70.png"
heptagon,blue,"(0, 255, 255)",110,40,"images/heptagons/heptagon_bg-blue_color-(0, 255, 255)_size-110_angle-40.png"
octagon,blue,"(0, 255, 127)",150,70,"images/octagons/octagon_bg-blue_color-(0, 255, 127)_size-150_angle-70.png"
heptagon,blue,"(0, 255, 0)",140,170,"images/heptagons/heptagon_bg-blue_color-(0, 255, 0)_size-140_angle-170.png"
octagon,blue,"(0, 255, 0)",160,10,"images/octagons/octagon_bg-blue_color-(0, 255, 0)_size-160_angle-10.png"
pentagon,black,"(255, 0, 255)",120,120,"images/pentagons/pentagon_bg-black_color-(255, 0, 255)_size-120_angle-120.png"
triangle,white,"(255, 0, 0)",150,30,"images/triangles/triangle_bg-white_color-(255, 0, 0)_size-150_angle-30.png"
pentagon,blue,"(127, 0, 255)",120,310,"images/pentagons/pentagon_bg-blue_color-(127, 0, 255)_size-120_angle-310.png"
heptagon,black,"(0, 255, 127)",150,300,"images/heptagons/heptagon_bg-black_color-(0, 255, 127)_size-150_angle-300.png"
hexagon,black,"(0, 255, 127)",100,10,"images/hexagons/hexagon_bg-black_color-(0, 255, 127)_size-100_angle-10.png"
heptagon,black,"(255, 0, 127)",110,70,"images/heptagons/heptagon_bg-black_color-(255, 0, 127)_size-110_angle-70.png"
pentagon,red,"(0, 255, 255)",200,310,"images/pentagons/pentagon_bg-red_color-(0, 255, 255)_size-200_angle-310.png"
triangle,red,"(255, 255, 0)",130,20,"images/triangles/triangle_bg-red_color-(255, 255, 0)_size-130_angle-20.png"
pentagon,black,"(0, 255, 255)",100,200,"images/pentagons/pentagon_bg-black_color-(0, 255, 255)_size-100_angle-200.png"
pentagon,blue,"(0, 255, 255)",110,280,"images/pentagons/pentagon_bg-blue_color-(0, 255, 255)_size-110_angle-280.png"
pentagon,white,"(255, 255, 0)",130,330,"images/pentagons/pentagon_bg-white_color-(255, 255, 0)_size-130_angle-330.png"
pentagon,blue,"(0, 127, 127)",160,350,"images/pentagons/pentagon_bg-blue_color-(0, 127, 127)_size-160_angle-350.png"
pentagon,blue,"(0, 127, 0)",150,230,"images/pentagons/pentagon_bg-blue_color-(0, 127, 0)_size-150_angle-230.png"
octagon,blue,"(255, 0, 127)",200,40,"images/octagons/octagon_bg-blue_color-(255, 0, 127)_size-200_angle-40.png"
pentagon,black,"(0, 255, 127)",200,320,"images/pentagons/pentagon_bg-black_color-(0, 255, 127)_size-200_angle-320.png"
triangle,red,"(0, 127, 127)",120,60,"images/triangles/triangle_bg-red_color-(0, 127, 127)_size-120_angle-60.png"
pentagon,blue,"(127, 127, 0)",150,120,"images/pentagons/pentagon_bg-blue_color-(127, 127, 0)_size-150_angle-120.png"
pentagon,black,"(0, 255, 0)",130,100,"images/pentagons/pentagon_bg-black_color-(0, 255, 0)_size-130_angle-100.png"
heptagon,blue,"(0, 127, 255)",200,160,"images/heptagons/heptagon_bg-blue_color-(0, 127, 255)_size-200_angle-160.png"
heptagon,white,"(127, 0, 127)",175,120,"images/heptagons/heptagon_bg-white_color-(127, 0, 127)_size-175_angle-120.png"
octagon,red,"(0, 127, 0)",130,50,"images/octagons/octagon_bg-red_color-(0, 127, 0)_size-130_angle-50.png"
heptagon,black,"(255, 0, 0)",110,10,"images/heptagons/heptagon_bg-black_color-(255, 0, 0)_size-110_angle-10.png"
pentagon,blue,"(255, 127, 0)",150,130,"images/pentagons/pentagon_bg-blue_color-(255, 127, 0)_size-150_angle-130.png"
square,black,"(127, 255, 127)",120,20,"images/squares/square_bg-black_color-(127, 255, 127)_size-120_angle-20.png"
pentagon,white,"(0, 127, 127)",150,70,"images/pentagons/pentagon_bg-white_color-(0, 127, 127)_size-150_angle-70.png"
pentagon,black,"(0, 255, 127)",175,330,"images/pentagons/pentagon_bg-black_color-(0, 255, 127)_size-175_angle-330.png"
heptagon,blue,"(127, 0, 127)",120,230,"images/heptagons/heptagon_bg-blue_color-(127, 0, 127)_size-120_angle-230.png"
heptagon,white,"(255, 255, 0)",150,230,"images/heptagons/heptagon_bg-white_color-(255, 255, 0)_size-150_angle-230.png"
pentagon,black,"(127, 255, 0)",175,0,"images/pentagons/pentagon_bg-black_color-(127, 255, 0)_size-175_angle-0.png"
pentagon,black,"(127, 255, 127)",100,130,"images/pentagons/pentagon_bg-black_color-(127, 255, 127)_size-100_angle-130.png"
pentagon,black,"(0, 0, 255)",160,60,"images/pentagons/pentagon_bg-black_color-(0, 0, 255)_size-160_angle-60.png"
triangle,black,"(255, 0, 0)",140,0,"images/triangles/triangle_bg-black_color-(255, 0, 0)_size-140_angle-0.png"
pentagon,blue,"(0, 127, 127)",160,40,"images/pentagons/pentagon_bg-blue_color-(0, 127, 127)_size-160_angle-40.png"
heptagon,blue,"(127, 127, 0)",130,330,"images/heptagons/heptagon_bg-blue_color-(127, 127, 0)_size-130_angle-330.png"
pentagon,red,"(127, 255, 0)",200,190,"images/pentagons/pentagon_bg-red_color-(127, 255, 0)_size-200_angle-190.png"
pentagon,red,"(255, 255, 0)",120,170,"images/pentagons/pentagon_bg-red_color-(255, 255, 0)_size-120_angle-170.png"
square,red,"(127, 0, 255)",140,50,"images/squares/square_bg-red_color-(127, 0, 255)_size-140_angle-50.png"
heptagon,black,"(0, 127, 127)",110,240,"images/heptagons/heptagon_bg-black_color-(0, 127, 127)_size-110_angle-240.png"
heptagon,blue,"(0, 127, 127)",140,60,"images/heptagons/heptagon_bg-blue_color-(0, 127, 127)_size-140_angle-60.png"
heptagon,red,"(0, 255, 255)",200,180,"images/heptagons/heptagon_bg-red_color-(0, 255, 255)_size-200_angle-180.png"
pentagon,white,"(0, 255, 127)",175,300,"images/pentagons/pentagon_bg-white_color-(0, 255, 127)_size-175_angle-300.png"
heptagon,white,"(0, 255, 127)",110,70,"images/heptagons/heptagon_bg-white_color-(0, 255, 127)_size-110_angle-70.png"
pentagon,blue,"(127, 127, 255)",110,150,"images/pentagons/pentagon_bg-blue_color-(127, 127, 255)_size-110_angle-150.png"
heptagon,white,"(0, 127, 0)",140,130,"images/heptagons/heptagon_bg-white_color-(0, 127, 0)_size-140_angle-130.png"
pentagon,black,"(0, 127, 255)",150,180,"images/pentagons/pentagon_bg-black_color-(0, 127, 255)_size-150_angle-180.png"
triangle,white,"(0, 255, 0)",100,80,"images/triangles/triangle_bg-white_color-(0, 255, 0)_size-100_angle-80.png"
pentagon,blue,"(255, 127, 0)",130,0,"images/pentagons/pentagon_bg-blue_color-(255, 127, 0)_size-130_angle-0.png"
heptagon,white,"(0, 0, 255)",130,270,"images/heptagons/heptagon_bg-white_color-(0, 0, 255)_size-130_angle-270.png"
heptagon,blue,"(127, 0, 127)",200,230,"images/heptagons/heptagon_bg-blue_color-(127, 0, 127)_size-200_angle-230.png"
heptagon,black,"(127, 0, 255)",150,180,"images/heptagons/heptagon_bg-black_color-(127, 0, 255)_size-150_angle-180.png"
heptagon,white,"(255, 0, 255)",130,40,"images/heptagons/heptagon_bg-white_color-(255, 0, 255)_size-130_angle-40.png"
heptagon,black,"(255, 0, 127)",100,330,"images/heptagons/heptagon_bg-black_color-(255, 0, 127)_size-100_angle-330.png"
pentagon,red,"(127, 127, 0)",110,180,"images/pentagons/pentagon_bg-red_color-(127, 127, 0)_size-110_angle-180.png"
hexagon,blue,"(0, 255, 0)",200,20,"images/hexagons/hexagon_bg-blue_color-(0, 255, 0)_size-200_angle-20.png"
heptagon,red,"(127, 255, 0)",150,90,"images/heptagons/heptagon_bg-red_color-(127, 255, 0)_size-150_angle-90.png"
square,white,"(0, 127, 255)",175,0,"images/squares/square_bg-white_color-(0, 127, 255)_size-175_angle-0.png"
pentagon,blue,"(0, 127, 0)",175,10,"images/pentagons/pentagon_bg-blue_color-(0, 127, 0)_size-175_angle-10.png"
heptagon,blue,"(255, 0, 127)",160,340,"images/heptagons/heptagon_bg-blue_color-(255, 0, 127)_size-160_angle-340.png"
pentagon,black,"(255, 127, 0)",200,180,"images/pentagons/pentagon_bg-black_color-(255, 127, 0)_size-200_angle-180.png"
triangle,black,"(0, 127, 255)",120,10,"images/triangles/triangle_bg-black_color-(0, 127, 255)_size-120_angle-10.png"
octagon,black,"(127, 127, 0)",200,0,"images/octagons/octagon_bg-black_color-(127, 127, 0)_size-200_angle-0.png"
heptagon,white,"(127, 127, 255)",160,60,"images/heptagons/heptagon_bg-white_color-(127, 127, 255)_size-160_angle-60.png"
octagon,black,"(255, 0, 255)",200,60,"images/octagons/octagon_bg-black_color-(255, 0, 255)_size-200_angle-60.png"
pentagon,white,"(0, 0, 255)",140,210,"images/pentagons/pentagon_bg-white_color-(0, 0, 255)_size-140_angle-210.png"
pentagon,black,"(0, 127, 127)",150,330,"images/pentagons/pentagon_bg-black_color-(0, 127, 127)_size-150_angle-330.png"
heptagon,black,"(255, 0, 0)",130,160,"images/heptagons/heptagon_bg-black_color-(255, 0, 0)_size-130_angle-160.png"
pentagon,white,"(127, 127, 0)",200,190,"images/pentagons/pentagon_bg-white_color-(127, 127, 0)_size-200_angle-190.png"
heptagon,red,"(127, 127, 0)",140,340,"images/heptagons/heptagon_bg-red_color-(127, 127, 0)_size-140_angle-340.png"
pentagon,white,"(0, 255, 255)",140,350,"images/pentagons/pentagon_bg-white_color-(0, 255, 255)_size-140_angle-350.png"
pentagon,red,"(127, 0, 127)",130,190,"images/pentagons/pentagon_bg-red_color-(127, 0, 127)_size-130_angle-190.png"
heptagon,blue,"(127, 0, 255)",150,110,"images/heptagons/heptagon_bg-blue_color-(127, 0, 255)_size-150_angle-110.png"
triangle,black,"(127, 255, 0)",150,20,"images/triangles/triangle_bg-black_color-(127, 255, 0)_size-150_angle-20.png"
heptagon,red,"(0, 127, 127)",160,260,"images/heptagons/heptagon_bg-red_color-(0, 127, 127)_size-160_angle-260.png"
heptagon,white,"(127, 127, 0)",175,150,"images/heptagons/heptagon_bg-white_color-(127, 127, 0)_size-175_angle-150.png"
heptagon,blue,"(0, 255, 0)",110,120,"images/heptagons/heptagon_bg-blue_color-(0, 255, 0)_size-110_angle-120.png"
octagon,red,"(0, 127, 127)",110,0,"images/octagons/octagon_bg-red_color-(0, 127, 127)_size-110_angle-0.png"
pentagon,red,"(127, 0, 255)",130,210,"images/pentagons/pentagon_bg-red_color-(127, 0, 255)_size-130_angle-210.png"
hexagon,white,"(255, 127, 0)",120,30,"images/hexagons/hexagon_bg-white_color-(255, 127, 0)_size-120_angle-30.png"
triangle,blue,"(0, 127, 127)",150,70,"images/triangles/triangle_bg-blue_color-(0, 127, 127)_size-150_angle-70.png"
heptagon,blue,"(0, 127, 255)",150,10,"images/heptagons/heptagon_bg-blue_color-(0, 127, 255)_size-150_angle-10.png"
octagon,white,"(255, 0, 255)",120,60,"images/octagons/octagon_bg-white_color-(255, 0, 255)_size-120_angle-60.png"
pentagon,white,"(0, 255, 0)",150,30,"images/pentagons/pentagon_bg-white_color-(0, 255, 0)_size-150_angle-30.png"
heptagon,red,"(255, 127, 0)",175,70,"images/heptagons/heptagon_bg-red_color-(255, 127, 0)_size-175_angle-70.png"
pentagon,black,"(127, 127, 0)",130,30,"images/pentagons/pentagon_bg-black_color-(127, 127, 0)_size-130_angle-30.png"
heptagon,blue,"(127, 0, 255)",110,200,"images/heptagons/heptagon_bg-blue_color-(127, 0, 255)_size-110_angle-200.png"
pentagon,red,"(0, 127, 0)",150,350,"images/pentagons/pentagon_bg-red_color-(0, 127, 0)_size-150_angle-350.png"
octagon,blue,"(255, 0, 0)",160,50,"images/octagons/octagon_bg-blue_color-(255, 0, 0)_size-160_angle-50.png"
square,black,"(127, 255, 0)",120,0,"images/squares/square_bg-black_color-(127, 255, 0)_size-120_angle-0.png"
pentagon,black,"(0, 127, 255)",175,240,"images/pentagons/pentagon_bg-black_color-(0, 127, 255)_size-175_angle-240.png"
heptagon,white,"(255, 0, 255)",130,340,"images/heptagons/heptagon_bg-white_color-(255, 0, 255)_size-130_angle-340.png"
heptagon,blue,"(127, 127, 255)",110,180,"images/heptagons/heptagon_bg-blue_color-(127, 127, 255)_size-110_angle-180.png"
heptagon,black,"(0, 127, 127)",150,80,"images/heptagons/heptagon_bg-black_color-(0, 127, 127)_size-150_angle-80.png"
pentagon,blue,"(0, 127, 255)",110,260,"images/pentagons/pentagon_bg-blue_color-(0, 127, 255)_size-110_angle-260.png"
pentagon,black,"(255, 127, 0)",120,310,"images/pentagons/pentagon_bg-black_color-(255, 127, 0)_size-120_angle-310.png"
heptagon,white,"(127, 127, 0)",120,220,"images/heptagons/heptagon_bg-white_color-(127, 127, 0)_size-120_angle-220.png"
octagon,white,"(0, 127, 127)",130,0,"images/octagons/octagon_bg-white_color-(0, 127, 127)_size-130_angle-0.png"
pentagon,blue,"(127, 0, 255)",150,70,"images/pentagons/pentagon_bg-blue_color-(127, 0, 255)_size-150_angle-70.png"
heptagon,blue,"(0, 255, 255)",130,340,"images/heptagons/heptagon_bg-blue_color-(0, 255, 255)_size-130_angle-340.png"
heptagon,black,"(255, 127, 0)",140,130,"images/heptagons/heptagon_bg-black_color-(255, 127, 0)_size-140_angle-130.png"
hexagon,black,"(0, 127, 127)",110,30,"images/hexagons/hexagon_bg-black_color-(0, 127, 127)_size-110_angle-30.png"
pentagon,white,"(0, 255, 127)",160,0,"images/pentagons/pentagon_bg-white_color-(0, 255, 127)_size-160_angle-0.png"
square,white,"(0, 255, 127)",130,60,"images/squares/square_bg-white_color-(0, 255, 127)_size-130_angle-60.png"
square,red,"(0, 127, 0)",200,40,"images/squares/square_bg-red_color-(0, 127, 0)_size-200_angle-40.png"
heptagon,red,"(255, 0, 255)",120,100,"images/heptagons/heptagon_bg-red_color-(255, 0, 255)_size-120_angle-100.png"
heptagon,blue,"(127, 127, 255)",160,0,"images/heptagons/heptagon_bg-blue_color-(127, 127, 255)_size-160_angle-0.png"
heptagon,blue,"(127, 0, 255)",130,250,"images/heptagons/heptagon_bg-blue_color-(127, 0, 255)_size-130_angle-250.png"
pentagon,blue,"(127, 255, 127)",120,10,"images/pentagons/pentagon_bg-blue_color-(127, 255, 127)_size-120_angle-10.png"
heptagon,white,"(127, 255, 127)",175,40,"images/heptagons/heptagon_bg-white_color-(127, 255, 127)_size-175_angle-40.png"
octagon,black,"(0, 0, 255)",200,70,"images/octagons/octagon_bg-black_color-(0, 0, 255)_size-200_angle-70.png"
heptagon,white,"(0, 255, 127)",140,50,"images/heptagons/heptagon_bg-white_color-(0, 255, 127)_size-140_angle-50.png"
heptagon,blue,"(127, 255, 127)",110,330,"images/heptagons/heptagon_bg-blue_color-(127, 255, 127)_size-110_angle-330.png"
heptagon,blue,"(127, 0, 127)",150,170,"images/heptagons/heptagon_bg-blue_color-(127, 0, 127)_size-150_angle-170.png"
heptagon,blue,"(0, 255, 127)",175,20,"images/heptagons/heptagon_bg-blue_color-(0, 255, 127)_size-175_angle-20.png"
square,blue,"(0, 127, 0)",150,40,"images/squares/square_bg-blue_color-(0, 127, 0)_size-150_angle-40.png"
pentagon,white,"(0, 255, 0)",175,170,"images/pentagons/pentagon_bg-white_color-(0, 255, 0)_size-175_angle-170.png"
heptagon,blue,"(0, 255, 0)",150,60,"images/heptagons/heptagon_bg-blue_color-(0, 255, 0)_size-150_angle-60.png"
pentagon,black,"(127, 0, 255)",200,220,"images/pentagons/pentagon_bg-black_color-(127, 0, 255)_size-200_angle-220.png"
heptagon,red,"(127, 127, 0)",100,320,"images/heptagons/heptagon_bg-red_color-(127, 127, 0)_size-100_angle-320.png"
pentagon,black,"(255, 0, 255)",200,40,"images/pentagons/pentagon_bg-black_color-(255, 0, 255)_size-200_angle-40.png"
heptagon,red,"(127, 255, 127)",140,280,"images/heptagons/heptagon_bg-red_color-(127, 255, 127)_size-140_angle-280.png"
pentagon,red,"(0, 127, 255)",130,260,"images/pentagons/pentagon_bg-red_color-(0, 127, 255)_size-130_angle-260.png"
triangle,red,"(127, 0, 255)",110,60,"images/triangles/triangle_bg-red_color-(127, 0, 255)_size-110_angle-60.png"
heptagon,red,"(127, 127, 255)",160,60,"images/heptagons/heptagon_bg-red_color-(127, 127, 255)_size-160_angle-60.png"
heptagon,red,"(255, 255, 0)",130,320,"images/heptagons/heptagon_bg-red_color-(255, 255, 0)_size-130_angle-320.png"
heptagon,black,"(0, 127, 127)",100,320,"images/heptagons/heptagon_bg-black_color-(0, 127, 127)_size-100_angle-320.png"
octagon,black,"(0, 127, 0)",130,30,"images/octagons/octagon_bg-black_color-(0, 127, 0)_size-130_angle-30.png"
heptagon,red,"(127, 0, 255)",110,260,"images/heptagons/heptagon_bg-red_color-(127, 0, 255)_size-110_angle-260.png"
pentagon,black,"(255, 127, 0)",120,50,"images/pentagons/pentagon_bg-black_color-(255, 127, 0)_size-120_angle-50.png"
triangle,white,"(255, 255, 0)",100,110,"images/triangles/triangle_bg-white_color-(255, 255, 0)_size-100_angle-110.png"
heptagon,blue,"(127, 0, 255)",120,250,"images/heptagons/heptagon_bg-blue_color-(127, 0, 255)_size-120_angle-250.png"
hexagon,white,"(127, 127, 0)",110,20,"images/hexagons/hexagon_bg-white_color-(127, 127, 0)_size-110_angle-20.png"
heptagon,blue,"(0, 127, 0)",150,190,"images/heptagons/heptagon_bg-blue_color-(0, 127, 0)_size-150_angle-190.png"
square,black,"(127, 127, 255)",130,40,"images/squares/square_bg-black_color-(127, 127, 255)_size-130_angle-40.png"
heptagon,blue,"(255, 255, 0)",110,50,"images/heptagons/heptagon_bg-blue_color-(255, 255, 0)_size-110_angle-50.png"
pentagon,white,"(255, 0, 255)",130,240,"images/pentagons/pentagon_bg-white_color-(255, 0, 255)_size-130_angle-240.png"
pentagon,red,"(0, 127, 0)",150,120,"images/pentagons/pentagon_bg-red_color-(0, 127, 0)_size-150_angle-120.png"
heptagon,white,"(255, 255, 0)",130,160,"images/heptagons/heptagon_bg-white_color-(255, 255, 0)_size-130_angle-160.png"
hexagon,white,"(127, 127, 255)",160,10,"images/hexagons/hexagon_bg-white_color-(127, 127, 255)_size-160_angle-10.png"
pentagon,red,"(255, 0, 255)",130,230,"images/pentagons/pentagon_bg-red_color-(255, 0, 255)_size-130_angle-230.png"
triangle,blue,"(127, 255, 127)",130,20,"images/triangles/triangle_bg-blue_color-(127, 255, 127)_size-130_angle-20.png"
heptagon,white,"(0, 255, 127)",160,80,"images/heptagons/heptagon_bg-white_color-(0, 255, 127)_size-160_angle-80.png"
hexagon,white,"(0, 255, 127)",160,40,"images/hexagons/hexagon_bg-white_color-(0, 255, 127)_size-160_angle-40.png"
pentagon,white,"(0, 255, 127)",160,300,"images/pentagons/pentagon_bg-white_color-(0, 255, 127)_size-160_angle-300.png"
square,blue,"(0, 255, 0)",175,60,"images/squares/square_bg-blue_color-(0, 255, 0)_size-175_angle-60.png"
pentagon,red,"(255, 127, 0)",175,30,"images/pentagons/pentagon_bg-red_color-(255, 127, 0)_size-175_angle-30.png"
pentagon,white,"(127, 0, 127)",130,50,"images/pentagons/pentagon_bg-white_color-(127, 0, 127)_size-130_angle-50.png"
pentagon,red,"(255, 127, 0)",150,240,"images/pentagons/pentagon_bg-red_color-(255, 127, 0)_size-150_angle-240.png"
heptagon,red,"(255, 0, 255)",175,10,"images/heptagons/heptagon_bg-red_color-(255, 0, 255)_size-175_angle-10.png"
heptagon,red,"(0, 255, 127)",100,200,"images/heptagons/heptagon_bg-red_color-(0, 255, 127)_size-100_angle-200.png"
triangle,blue,"(255, 0, 255)",160,60,"images/triangles/triangle_bg-blue_color-(255, 0, 255)_size-160_angle-60.png"
pentagon,black,"(127, 255, 127)",140,50,"images/pentagons/pentagon_bg-black_color-(127, 255, 127)_size-140_angle-50.png"
pentagon,white,"(127, 255, 0)",120,110,"images/pentagons/pentagon_bg-white_color-(127, 255, 0)_size-120_angle-110.png"
pentagon,blue,"(0, 127, 255)",110,210,"images/pentagons/pentagon_bg-blue_color-(0, 127, 255)_size-110_angle-210.png"
heptagon,white,"(0, 127, 0)",120,170,"images/heptagons/heptagon_bg-white_color-(0, 127, 0)_size-120_angle-170.png"
heptagon,white,"(0, 255, 127)",160,170,"images/heptagons/heptagon_bg-white_color-(0, 255, 127)_size-160_angle-170.png"
heptagon,blue,"(0, 127, 127)",175,310,"images/heptagons/heptagon_bg-blue_color-(0, 127, 127)_size-175_angle-310.png"
pentagon,black,"(255, 0, 255)",110,130,"images/pentagons/pentagon_bg-black_color-(255, 0, 255)_size-110_angle-130.png"
pentagon,white,"(127, 127, 0)",100,130,"images/pentagons/pentagon_bg-white_color-(127, 127, 0)_size-100_angle-130.png"
square,blue,"(127, 255, 127)",200,50,"images/squares/square_bg-blue_color-(127, 255, 127)_size-200_angle-50.png"
octagon,white,"(127, 255, 0)",100,10,"images/octagons/octagon_bg-white_color-(127, 255, 0)_size-100_angle-10.png"
pentagon,red,"(255, 0, 255)",150,70,"images/pentagons/pentagon_bg-red_color-(255, 0, 255)_size-150_angle-70.png"
triangle,black,"(255, 0, 255)",160,80,"images/triangles/triangle_bg-black_color-(255, 0, 255)_size-160_angle-80.png"
heptagon,black,"(127, 255, 127)",150,90,"images/heptagons/heptagon_bg-black_color-(127, 255, 127)_size-150_angle-90.png"
heptagon,red,"(0, 0, 255)",110,200,"images/heptagons/heptagon_bg-red_color-(0, 0, 255)_size-110_angle-200.png"
octagon,red,"(127, 127, 255)",110,60,"images/octagons/octagon_bg-red_color-(127, 127, 255)_size-110_angle-60.png"
triangle,blue,"(0, 255, 0)",130,100,"images/triangles/triangle_bg-blue_color-(0, 255, 0)_size-130_angle-100.png"
heptagon,red,"(0, 127, 127)",160,210,"images/heptagons/heptagon_bg-red_color-(0, 127, 127)_size-160_angle-210.png"
square,black,"(0, 127, 255)",140,40,"images/squares/square_bg-black_color-(0, 127, 255)_size-140_angle-40.png"
heptagon,white,"(127, 0, 255)",130,290,"images/heptagons/heptagon_bg-white_color-(127, 0, 255)_size-130_angle-290.png"
pentagon,white,"(255, 0, 255)",140,320,"images/pentagons/pentagon_bg-white_color-(255, 0, 255)_size-140_angle-320.png"
pentagon,white,"(255, 255, 0)",130,280,"images/pentagons/pentagon_bg-white_color-(255, 255, 0)_size-130_angle-280.png"
octagon,white,"(127, 127, 255)",160,10,"images/octagons/octagon_bg-white_color-(127, 127, 255)_size-160_angle-10.png"
pentagon,white,"(0, 127, 127)",160,210,"images/pentagons/pentagon_bg-white_color-(0, 127, 127)_size-160_angle-210.png"
pentagon,blue,"(127, 255, 127)",175,300,"images/pentagons/pentagon_bg-blue_color-(127, 255, 127)_size-175_angle-300.png"
square,red,"(0, 127, 127)",160,30,"images/squares/square_bg-red_color-(0, 127, 127)_size-160_angle-30.png"
heptagon,white,"(255, 0, 127)",140,230,"images/heptagons/heptagon_bg-white_color-(255, 0, 127)_size-140_angle-230.png"
triangle,black,"(127, 127, 0)",110,0,"images/triangles/triangle_bg-black_color-(127, 127, 0)_size-110_angle-0.png"
pentagon,red,"(127, 127, 255)",110,240,"images/pentagons/pentagon_bg-red_color-(127, 127, 255)_size-110_angle-240.png"
heptagon,blue,"(0, 127, 255)",175,160,"images/heptagons/heptagon_bg-blue_color-(0, 127, 255)_size-175_angle-160.png"
heptagon,black,"(255, 0, 0)",140,130,"images/heptagons/heptagon_bg-black_color-(255, 0, 0)_size-140_angle-130.png"
octagon,blue,"(255, 0, 127)",110,0,"images/octagons/octagon_bg-blue_color-(255, 0, 127)_size-110_angle-0.png"
pentagon,blue,"(0, 255, 0)",175,350,"images/pentagons/pentagon_bg-blue_color-(0, 255, 0)_size-175_angle-350.png"
pentagon,black,"(127, 127, 255)",110,320,"images/pentagons/pentagon_bg-black_color-(127, 127, 255)_size-110_angle-320.png"
heptagon,black,"(255, 255, 0)",100,60,"images/heptagons/heptagon_bg-black_color-(255, 255, 0)_size-100_angle-60.png"
heptagon,white,"(0, 127, 127)",160,150,"images/heptagons/heptagon_bg-white_color-(0, 127, 127)_size-160_angle-150.png"
pentagon,white,"(255, 0, 255)",150,350,"images/pentagons/pentagon_bg-white_color-(255, 0, 255)_size-150_angle-350.png"
heptagon,white,"(0, 127, 0)",150,90,"images/heptagons/heptagon_bg-white_color-(0, 127, 0)_size-150_angle-90.png"
pentagon,black,"(127, 255, 127)",175,110,"images/pentagons/pentagon_bg-black_color-(127, 255, 127)_size-175_angle-110.png"
square,black,"(127, 127, 0)",110,40,"images/squares/square_bg-black_color-(127, 127, 0)_size-110_angle-40.png"
octagon,blue,"(255, 255, 0)",100,40,"images/octagons/octagon_bg-blue_color-(255, 255, 0)_size-100_angle-40.png"
heptagon,blue,"(255, 255, 0)",110,300,"images/heptagons/heptagon_bg-blue_color-(255, 255, 0)_size-110_angle-300.png"
square,white,"(255, 127, 0)",120,80,"images/squares/square_bg-white_color-(255, 127, 0)_size-120_angle-80.png"
octagon,blue,"(0, 127, 127)",150,20,"images/octagons/octagon_bg-blue_color-(0, 127, 127)_size-150_angle-20.png"
heptagon,black,"(0, 0, 255)",175,220,"images/heptagons/heptagon_bg-black_color-(0, 0, 255)_size-175_angle-220.png"
heptagon,black,"(127, 0, 127)",200,30,"images/heptagons/heptagon_bg-black_color-(127, 0, 127)_size-200_angle-30.png"
square,black,"(127, 255, 127)",140,0,"images/squares/square_bg-black_color-(127, 255, 127)_size-140_angle-0.png"
pentagon,black,"(0, 255, 255)",130,20,"images/pentagons/pentagon_bg-black_color-(0, 255, 255)_size-130_angle-20.png"
heptagon,white,"(127, 127, 255)",160,240,"images/heptagons/heptagon_bg-white_color-(127, 127, 255)_size-160_angle-240.png"
pentagon,black,"(127, 255, 127)",160,90,"images/pentagons/pentagon_bg-black_color-(127, 255, 127)_size-160_angle-90.png"
heptagon,white,"(255, 0, 127)",140,180,"images/heptagons/heptagon_bg-white_color-(255, 0, 127)_size-140_angle-180.png"
pentagon,white,"(127, 127, 255)",160,20,"images/pentagons/pentagon_bg-white_color-(127, 127, 255)_size-160_angle-20.png"
pentagon,red,"(127, 127, 255)",200,190,"images/pentagons/pentagon_bg-red_color-(127, 127, 255)_size-200_angle-190.png"
pentagon,black,"(0, 255, 255)",120,320,"images/pentagons/pentagon_bg-black_color-(0, 255, 255)_size-120_angle-320.png"
hexagon,blue,"(0, 127, 255)",130,40,"images/hexagons/hexagon_bg-blue_color-(0, 127, 255)_size-130_angle-40.png"
square,red,"(127, 0, 127)",160,10,"images/squares/square_bg-red_color-(127, 0, 127)_size-160_angle-10.png"
heptagon,red,"(127, 127, 0)",150,60,"images/heptagons/heptagon_bg-red_color-(127, 127, 0)_size-150_angle-60.png"
heptagon,blue,"(0, 127, 127)",150,60,"images/heptagons/heptagon_bg-blue_color-(0, 127, 127)_size-150_angle-60.png"
pentagon,blue,"(127, 255, 127)",200,70,"images/pentagons/pentagon_bg-blue_color-(127, 255, 127)_size-200_angle-70.png"
square,black,"(127, 127, 0)",175,10,"images/squares/square_bg-black_color-(127, 127, 0)_size-175_angle-10.png"
triangle,red,"(0, 127, 0)",110,0,"images/triangles/triangle_bg-red_color-(0, 127, 0)_size-110_angle-0.png"
